OverallQual,TotalSf,GrLivArea,1stFlrSF,LotArea,TotalLivArea,TotalBathrooms,YearBuilt,HouseAge,GarageArea
6,1863.0758088639784,7.669961995473577,7.075808863978387,9.472781556562168,903.6699619954736,2.5,1968,41,509
7,1206.2557500417531,7.090909822079984,6.255750041753367,8.064950891749143,607.09090982208,2.5,2005,1,480
8,1998.9603477291012,7.597396320212795,6.960347729101308,9.145908511816794,1060.5973963202127,2.5,2003,5,648
8,2263.9057532763118,7.734558844354756,6.905753276311464,9.305741456739437,976.7345588443548,2.5,2000,7,648
7,1650.5093352660165,7.509335266016592,7.509335266016592,11.65399090524883,1650.5093352660165,3.0,1971,36,739
9,1840.5234813125733,7.523481312573497,7.523481312573497,9.682466746602897,1840.5234813125733,3.0,2004,2,772
5,1197.6957989170585,7.212294468500341,6.695798917058491,9.220983532074662,651.2122944685003,3.0,1940,68,0
7,1674.734591659973,7.419979923661835,6.734591659972948,9.334149657702469,847.4199799236618,2.5,2003,4,500
6,696.9431224228194,7.249215057114389,6.943122422819428,8.97727273946428,326.2492150571144,1.0,1920,88,0
6,1524.5438028675014,7.543802867501509,7.543802867501509,9.710691327448153,1524.5438028675014,2.5,1966,44,578
8,1235.113956109566,7.113956109566034,7.113956109566034,8.449342524508063,1235.113956109566,3.0,1988,20,472
6,1644.8501261661454,7.40184157874383,6.8501261661455,9.10974625674048,950.401841578744,3.5,1998,10,472
4,966.8679744089704,6.8679744089702925,6.8679744089702925,9.2985343827121,966.8679744089704,2.0,1965,42,432
9,1705.437795121672,7.4377951216719325,7.4377951216719325,9.494541392591309,1705.437795121672,3.0,2007,2,768
5,1062.9697906699016,6.96979066990159,6.96979066990159,9.202409001649904,1062.9697906699016,2.0,1954,56,280
5,919.1204443723924,7.120444372392488,7.120444372392488,8.852807917623322,919.1204443723924,1.0,1961,45,288
5,7.336936913707618,7.336936913707618,7.336936913707618,8.856376036730422,7.336936913707618,2.0,1979,30,410
4,636.4473058625412,6.447305862541213,6.447305862541213,7.544861068658458,636.4473058625412,2.0,1972,36,0
4,1098.304448802422,6.996681488176539,6.304448802421981,7.704361167910313,552.9966814881766,1.5,1970,39,286
9,1659.410347097821,7.410347097821024,7.410347097821024,9.486000469200638,1659.410347097821,3.0,2006,3,840
5,1151.0431599159883,7.0431599159883405,7.0431599159883405,8.971575439759016,1151.0431599159883,2.0,1961,47,456
8,1802.4933172488625,7.493317248862145,7.493317248862145,9.209039526243137,1802.4933172488625,2.0,2006,1,895
7,1548.3408355541233,7.340835554123275,7.340835554123275,9.525516008736886,1548.3408355541233,2.0,2001,5,843
5,1082.318539548568,7.318539548567902,7.318539548567902,8.976009475021396,1082.318539548568,2.0,1960,48,404
8,1459.6398758338264,7.273786317844895,6.639875833826536,7.880804344674901,783.273786317845,2.5,1999,8,492
7,1475.2997973667582,7.299797366758161,7.299797366758161,9.146654820290047,1475.2997973667582,2.0,1999,9,577
6,993.1820849067168,6.895682697747868,6.182084906716632,7.427144133408616,489.8956826977479,1.5,1971,37,264
4,678.5117453296448,6.511745329644728,6.511745329644728,9.14216859187285,678.5117453296448,2.0,1941,68,234
5,1446.959398512134,7.693025748417888,6.959398512133975,9.036106025364846,727.6930257484179,2.5,1939,69,240
8,2007.601402334584,7.601402334583733,7.601402334583733,9.248310303227813,2007.601402334584,3.0,2004,3,888
5,1132.0264268086996,7.026426808699636,7.026426808699636,9.052164937010309,1132.0264268086996,1.5,2006,1,430
5,7.025538314638521,7.025538314638521,7.025538314638521,9.028338763993148,7.025538314638521,1.0,1954,52,0
6,1484.517520850603,7.517520850603031,7.517520850603031,9.577965147101168,1484.517520850603,3.0,1957,50,416
6,2151.275864600547,7.670894831362117,7.275864600546533,11.976665770490769,1451.670894831362,2.5,1958,49,389
7,2267.1754897136243,7.72356247227797,7.175489713624222,9.546884034617923,1313.723562472278,3.5,1996,14,533
6,1673.028201432058,7.589841512182657,7.028201432058005,9.15915233520675,823.5898415121826,2.0,1964,43,540
4,851.7405193596062,6.740519359606223,6.740519359606223,8.935903526274423,851.7405193596062,2.0,1982,25,360
6,1711.809039306043,7.488293515159428,6.80903930604298,9.141847375530883,831.4882935151594,3.5,1997,10,684
6,1343.261225091972,7.846198815497425,7.261225091971921,9.352447388601012,595.8461988154975,2.0,1922,86,672
5,1405.4389715923958,7.438971592395862,7.438971592395862,9.26416545867109,1405.4389715923958,2.0,1959,51,447
6,1677.866933284462,7.421775793644647,6.866933284461882,9.292196818446016,966.4217757936448,3.5,2000,6,472
6,1382.6605751498396,7.227662498728654,6.660575149839686,9.05963375455148,787.2276624987287,2.0,1937,69,198
6,1443.4324838079172,7.432483807917119,7.432483807917119,9.1958356857733,1443.4324838079172,1.0,1956,53,480
7,1703.363279586963,7.845807502637805,7.3632795869630385,9.287394001418471,725.8458075026379,1.5,1890,117,704
5,1422.776506992372,7.256297239690681,6.776506992372183,9.446676517076376,883.2562972396906,1.5,1915,93,720
5,822.70563909486,6.705639094860003,6.705639094860003,8.867990898182093,822.70563909486,2.0,1957,49,308
7,1097.2232956795624,7.223295679562314,7.223295679562314,9.249657234353132,1097.2232956795624,2.0,1976,33,479
6,1449.274479558774,7.274479558773871,7.274479558773871,9.368881400104732,1449.274479558774,2.0,1970,39,615
5,891.9782137426307,7.1592919047975645,6.9782137426306985,9.063694791634695,679.1592919047976,2.0,1948,60,240
7,1060.6908422774186,7.29641326877392,6.690842277418564,9.051461866908694,391.2964132687739,2.5,1995,14,400
7,2010.028201432058,7.607878073278507,7.028201432058005,9.202409001649904,1124.6078780732785,3.5,1996,11,455
8,1570.3550019211052,7.355001921105257,7.355001921105257,9.2308290384035,1570.3550019211052,2.0,2007,1,758
4,1371.4169796213812,7.416979621381154,7.416979621381154,10.882339852663634,1371.4169796213812,2.0,1954,54,529
4,1198.5806391372848,7.084226422097916,6.580639137284949,9.287394001418471,727.0842264220979,1.5,1949,57,0
4,1780.999422467508,7.4815557019095165,6.999422467507961,9.169622538697624,1102.4815557019094,3.0,1900,106,779
7,1969.2384968408944,7.582229194276461,7.238496840894365,9.078065332666364,1398.5822291942764,2.5,2006,0,868
7,1309.172424577125,7.172424577124845,7.172424577124845,9.104312967330651,1309.172424577125,2.0,2007,0,436
6,1038.5998704992128,7.020190708311925,6.5998704992128365,8.38958706681109,655.0201907083119,1.0,1920,86,440
9,1773.4770384723197,7.477038472319696,7.477038472319696,9.125653563808989,1773.4770384723197,3.5,2009,0,478
7,1244.1340937211928,7.134093721192866,7.134093721192866,8.971575439759016,1244.1340937211928,2.0,1995,12,402
6,1047.0012456220695,7.001245622069476,7.001245622069476,9.177093778182549,1047.0012456220695,2.0,1984,26,480
5,1084.9837899652582,6.983789965258135,6.983789965258135,9.436519311833914,1084.9837899652582,2.5,1971,39,500
6,1578.6933236682698,7.360739903058278,6.693323668269949,9.24619002486988,813.3607399030583,2.5,1995,12,373
7,1531.1951873201788,7.329749689041512,7.195187320178709,10.068832485122966,1339.3297496890416,2.5,1979,31,586
7,2036.930494765952,7.630946580890459,6.930494765951626,9.077494458642754,999.6309465808904,3.5,1999,10,390
6,826.2041492920359,7.20414929203594,7.20414929203594,9.573315428463395,826.2041492920359,1.5,1958,51,525
7,1639.112327444711,7.506042178518122,7.112327444710911,8.95660873889395,1047.506042178518,1.5,1931,76,240
4,1035.9373140812236,6.937314081223682,6.937314081223682,8.980172205725008,1035.9373140812236,2.0,1961,46,261
6,2179.1639466843426,7.832807516524864,7.163946684342547,8.285261134068948,949.8328075165248,3.5,1973,33,576
6,1506.6214056517642,7.313886831633462,6.621405651764134,9.087833697483386,757.3138868316335,2.5,2005,1,564
8,2224.7043611679105,7.704361167910313,7.704361167910313,9.671933733861948,2224.7043611679105,3.0,1970,37,621
8,1377.2232956795624,7.223295679562314,7.223295679562314,8.770749549138642,1377.2232956795624,2.0,2006,1,484
6,1269.1412451223505,7.141245122350491,7.141245122350491,8.881975184248867,1269.1412451223505,2.0,2006,0,572
7,1893.715383386335,7.546974117516527,6.715383386334681,9.334061298965942,824.5469741175166,3.5,2002,8,510
8,1701.4354380198145,7.43543801981455,7.43543801981455,9.395241931033524,1701.4354380198145,2.0,2007,0,818
4,870.7627295069319,6.762729506931879,6.762729506931879,9.259225769705994,870.7627295069319,1.0,1971,38,576
6,1715.878326468291,7.444248649496705,6.878326468291325,7.833203948641057,977.4442486494968,2.0,2004,2,380
4,1179.1561766374807,7.461065514354283,7.156176637480615,9.43460329655831,722.4610655143542,2.0,1920,89,368
5,615.1853870155804,7.1853870155804165,7.1853870155804165,9.271905727634335,615.1853870155804,2.0,1953,56,270
7,3203.438383530044,8.078067881815437,7.438383530044307,9.423595190540022,1681.0780678818155,4.0,1990,20,594
6,1272.6515718735898,7.212294468500341,6.651571873589727,8.836809882398365,691.2122944685003,1.5,1914,93,0
3,735.1754897136242,7.175489713624222,7.175489713624222,8.585038738311304,735.1754897136242,1.0,1940,70,0
5,774.6450909695056,6.645090969505644,6.645090969505644,9.041448235493888,774.6450909695056,2.0,1972,37,396
5,997.9828627514688,6.982862751468942,6.982862751468942,8.912069097970134,997.9828627514688,2.0,1939,69,205
3,1159.5220927981702,7.076653815443951,6.522092798170152,8.699681400989514,656.0766538154439,1.5,1948,59,308
7,1462.5916737320083,7.284134806195205,6.591673732008658,9.107088742165708,735.2841348061952,2.5,2007,0,400
7,2267.91373735066,7.73718007783463,6.913737350659685,9.075551045627543,982.7371800778346,2.5,1999,7,429
6,854.7440591863113,6.744059186311348,6.744059186311348,8.397508348470257,854.7440591863113,2.0,2003,6,420
10,2279.46336304552,7.75491027202143,7.463363045520021,9.43148192061972,1689.754910272021,3.5,2007,1,846
5,1354.785587645008,7.207118856207756,6.785587645007929,8.699681400989514,891.2071188562078,2.0,1925,84,216
6,2006.1204443723925,7.653969180478774,7.120444372392488,9.527265662897603,1134.6539691804787,2.0,1935,73,540
4,1082.800170068302,7.198183577101943,6.8001700683022,9.309370895439136,644.198183577102,1.5,1920,86,570
10,7068.453827315794,8.63817111796914,8.453827315794417,11.064886829303004,6118.638171117969,4.5,2008,0,1418
5,1031.204149292036,7.20414929203594,7.20414929203594,9.159468041602429,1031.204149292036,2.0,1958,49,484
8,1941.7250336421669,7.568379267836522,6.725033642166843,8.987821625430815,839.5683792678366,3.5,2009,0,552
4,1420.905753276311,7.293697720601438,6.905753276311464,9.00859131751613,948.2936977206016,2.0,1954,54,548
7,1575.6764736463892,7.676473646389156,7.676473646389156,9.941842506412591,1575.6764736463892,2.0,1968,38,508
5,1735.4552984856832,7.455298485683291,7.455298485683291,9.116139576577355,1735.4552984856832,3.0,1963,43,504
7,1774.7650389767805,7.478169694159785,6.765038976780541,9.190545744648004,873.4781696941598,2.5,2005,3,603
5,1054.9555926083965,6.955592608396297,6.955592608396297,9.225524507301223,1054.9555926083965,2.0,1956,51,286
7,1734.762729506932,7.455298485683291,6.762729506931879,9.139273923542325,871.4552984856833,2.5,2004,5,572
8,1905.844815479208,7.765993079407675,6.844815479208263,8.566173813637858,691.7659930794076,2.0,1872,136,0
7,875.0449051171294,7.044905117129371,7.044905117129371,9.16858043772795,875.0449051171294,3.0,2003,4,438
8,1588.3790081276284,7.379008127628304,7.379008127628304,9.343471684579365,1588.3790081276284,3.0,2001,9,670
5,1727.133295954896,7.560601162768557,7.133295954896068,9.521568058002975,1059.5606011627683,3.0,1958,48,451
4,1250.6093492431671,7.218176838403408,6.60934924316738,8.954286157204713,629.2181768384035,1.0,1910,100,528
5,987.0466472778488,7.046647277848756,7.046647277848756,8.76732914779405,987.0466472778488,1.5,1952,54,308
7,1293.1662659741337,7.166265974133638,7.166265974133638,8.81922185757494,1293.1662659741337,2.0,2006,0,662
5,1254.816735880595,7.130098510125578,6.816735880594968,9.152711259139547,919.1300985101255,1.0,1930,77,160
8,1054.6592939196837,7.258412150595307,6.659293919683638,8.955577146281511,415.2584121505953,3.5,2002,7,527
6,1447.2730925959995,7.273092595999522,7.273092595999522,9.4372368721597,1447.2730925959995,2.0,1981,26,467
5,1147.039660349862,7.039660349862076,7.039660349862076,9.7537106272179,1147.039660349862,1.0,2006,0,0
7,2097.010311867308,7.645397699428633,7.010311867307229,9.247925132303454,1114.6453976994287,3.5,1973,36,484
7,1646.6833609457665,7.403061091090091,6.683360945766275,8.885579291282982,805.4030610910901,2.5,2003,5,595
6,1415.4265490723974,7.426549072397305,7.426549072397305,9.002824076547672,1415.4265490723974,3.0,1994,14,575
6,1090.7684932116483,7.105786129481271,6.76849321164863,8.699681400989514,742.1057861294813,1.5,1941,66,440
5,1149.0414116637949,7.04141166379481,7.04141166379481,8.348774539791274,1149.0414116637949,2.5,1976,31,528
5,1104.0130157896397,7.01301578963963,7.01301578963963,9.116249448576587,1104.0130157896397,2.0,1978,31,602
5,1171.060476366,7.060476365999801,7.060476365999801,9.294773427951013,1171.060476366,2.0,1950,58,240
5,1198.3919171133923,7.084226422097916,6.391917113392602,8.764521909518802,603.0842264220979,1.0,1920,89,189
7,1429.26052259809,7.260522598089852,7.260522598089852,9.04793908261736,1429.26052259809,2.0,2004,3,626
5,900.7968237182748,6.796823718274855,6.796823718274855,9.186559843310778,900.7968237182748,2.0,1967,41,450
8,1959.987490247001,7.577633832602728,6.987490247000991,9.26624800391448,1089.5776338326027,2.5,2005,4,1043
7,1798.8710912946106,7.491645473605133,6.871091294610546,9.428350771178645,970.4916454736052,2.5,2001,7,564
4,930.5117453296448,6.829793737512425,6.511745329644728,9.407632639699958,678.8297937375124,2.0,1941,69,280
6,750.6240652277999,6.6240652277998935,6.6240652277998935,8.878497403738631,750.6240652277999,2.0,1984,26,264
7,1586.8679744089704,7.462214939768189,6.8679744089702925,9.482350275033667,807.4622149397682,1.5,1940,67,240
6,1599.6957989170585,7.374001859350161,6.695798917058491,9.173365135851288,815.3740018593502,2.5,1992,17,389
5,1391.8145428972598,7.234177179749849,6.814542897259958,9.050288983827956,917.2341771797498,2.0,1952,58,720
7,1264.1444071803212,7.144407180321139,7.144407180321139,8.922791623969637,1264.1444071803212,2.0,2005,1,453
7,2008.788971742992,7.611842399580417,6.78897174299217,10.05440443785299,875.6118423995804,2.5,2006,0,422
6,1357.1966865708343,7.19668657083435,7.19668657083435,9.174816815907135,1357.1966865708343,2.5,1977,32,630
7,1234.4377516497364,7.133295954896068,6.437751649736401,7.678326356506885,607.1332959548961,3.5,1999,9,462
6,1583.4175804024144,7.834788107388194,7.417580402414544,9.050288983827956,721.8347881073882,2.0,1916,91,216
10,3101.7844732357366,7.784473235736469,7.784473235736469,9.644198554585564,3101.7844732357366,3.0,2008,1,672
6,1228.62273632395,7.217443431696533,6.62273632394984,8.72518249495877,618.2174434316966,2.0,1920,88,502
10,3733.513163545234,8.196436811235028,7.513163545234075,10.484613193102277,1938.1964368112351,4.5,1995,11,807
7,2516.102499355775,7.83241092718792,7.102499355774649,9.205428327615165,1210.832410927188,2.5,1995,12,721
3,6.851184927493743,6.851184927493743,6.851184927493743,9.2308290384035,6.851184927493743,1.0,1952,57,528
5,918.8167358805948,6.816735880594968,6.816735880594968,9.050406334059858,918.8167358805948,1.0,1967,43,336
7,1559.6293632534375,7.348587530927593,6.6293632534374485,9.002824076547672,763.3485875309276,2.5,2005,1,615
4,870.8554087986099,6.855408798609928,6.855408798609928,9.231710397712376,870.8554087986099,1.0,1954,53,248
7,1826.8384052008475,7.52456122628536,6.838405200847344,9.0642735958414,907.5245612262854,3.5,2009,0,644
5,994.5264948595708,7.115582126184454,6.52649485957079,9.25349564229011,447.1155821261845,1.5,1910,99,440
7,1086.9856418176391,6.985641817639208,6.985641817639208,8.922791623969637,1086.9856418176391,2.0,2004,4,0
5,1256.5323342922225,7.131698510466912,6.532334292222349,9.017847259860732,693.1316985104669,2.0,1918,88,280
6,1599.6833609457665,7.385230923066573,6.683360945766275,9.186150133174966,787.3852309230666,2.5,1964,44,442
7,1943.968850378342,7.575584651557793,6.968850378341948,9.204221690968003,1057.5755846515578,3.5,1993,17,574
6,1350.5482191027622,7.222566018822171,6.548219102762372,8.799360083179907,679.2225660188221,3.0,1925,84,300
7,1060.700731109548,7.301822342137932,6.70073110954781,9.118882761487349,391.30182234213794,2.5,1992,15,392
5,999.9555926083964,6.955592608396297,6.955592608396297,8.761080103868347,999.9555926083964,1.0,1922,84,280
7,1379.224753405768,7.224753405767971,7.224753405767971,9.0642735958414,1379.224753405768,2.0,2007,1,529
8,1274.1678091843164,7.167809184316444,7.167809184316444,8.832587702434553,1274.1678091843164,3.0,2001,8,471
5,996.89871453433,6.898714534329988,6.898714534329988,9.079776001955066,996.89871453433,1.0,1994,13,299
6,1329.8511849274937,7.306531398939505,6.851184927493743,9.200391041122517,785.3065313989395,2.0,1940,69,240
7,2170.9772813416307,7.683863980256429,6.977281341630747,9.557823197546,1070.6838639802563,2.5,2006,1,947
7,1273.1444071803212,7.144407180321139,7.144407180321139,8.065579427282092,1273.1444071803212,2.0,2007,1,388
6,1225.1057861294812,7.105786129481271,7.105786129481271,8.969923491991516,1225.1057861294812,2.0,2009,0,676
6,938.8384052008472,6.838405200847344,6.838405200847344,9.0217190130337,938.8384052008472,1.0,1950,57,306
6,1328.7522703761415,7.187657164114956,6.752270376141742,7.744569809354496,862.187657164115,3.0,1974,35,440
6,1125.9097532816447,7.400009517162692,6.90975328164481,8.577535420422398,492.4000095171627,1.0,1910,96,255
6,1485.299121462711,7.2991214627108,7.2991214627108,9.77571099759397,1485.299121462711,3.0,1960,49,498
5,1190.4907235345026,7.077498053569231,6.490723534502507,9.037295651962438,665.0774980535692,1.0,1910,96,0
7,1716.7534379185977,7.444833273892193,6.75343791859778,9.042040056544485,863.4448332738922,3.5,2003,5,548
6,894.8167358805949,6.816735880594968,6.816735880594968,8.928110078202646,894.8167358805949,2.0,1978,29,470
5,1986.0570369816976,7.662467815200237,7.057036981697891,10.264617557935098,1020.6624678152002,3.0,1967,42,538
5,1030.626717749249,7.240649694255466,6.626717749249025,9.183585634667365,391.24064969425547,2.5,2006,2,400
5,976.8783264682912,6.878326468291325,6.878326468291325,9.0455836463617,976.8783264682912,2.0,1963,44,624
6,1018.9421567056996,6.942156705699469,6.942156705699469,9.419709489868552,1018.9421567056996,2.0,1976,34,888
7,1726.7580945044278,7.450660796211539,6.7580945044277305,9.362718052397064,867.4506607962115,2.5,2004,2,565
5,1393.6995003401616,7.23561914106675,6.699500340161678,8.699681400989514,818.2356191410668,2.0,1954,55,256
6,1026.2137683081187,7.213768308118642,7.213768308118642,9.351232110673664,1026.2137683081187,2.0,1959,49,312
5,1275.1428274011616,7.142827401161621,7.142827401161621,9.137877200242468,1275.1428274011616,2.0,1960,50,461
6,1490.6106960447178,7.3031700512368,6.610696044717759,9.440658127038391,749.3031700512367,2.5,2005,4,390
7,1773.9707300781436,7.477604243197589,6.970730078143525,8.576781982827894,1071.4776042431977,3.0,1987,19,504
6,819.7019603660026,6.70196036600254,6.70196036600254,8.645586406184636,819.7019603660026,1.0,1930,76,270
6,526.2557500417533,6.626717749249025,6.255750041753367,8.821879862683842,526.626717749249,2.0,1935,71,0
7,592.6353038862594,7.635303886259415,7.635303886259415,10.227417172661774,592.6353038862594,3.0,1960,48,505
6,1468.319864929809,7.31986492980897,7.31986492980897,9.23024103368252,1468.319864929809,3.0,1988,20,600
6,1487.5553568918108,7.301147805856032,6.555356891810665,9.002824076547672,709.301147805856,2.5,1994,15,343
4,966.8679744089704,6.8679744089702925,6.8679744089702925,9.197660318818809,966.8679744089704,2.0,1970,36,576
4,6.947937068614969,6.947937068614969,6.947937068614969,8.881975184248867,6.947937068614969,1.0,1950,56,420
4,6.947937068614969,6.947937068614969,6.947937068614969,8.881975184248867,6.947937068614969,2.0,1949,60,420
7,1700.8046145200626,7.497207223203318,6.804614520062624,8.934455109403913,800.4972072232033,1.5,1920,86,216
8,2617.0774980535693,7.867488568699128,7.077498053569231,9.105090961257083,1191.8674885686992,2.5,2007,0,550
5,1473.290974778143,7.290974778142981,7.290974778142981,9.784478765953926,1473.290974778143,1.5,1959,47,528
5,1378.8741984954531,7.410347097821024,6.874198495453294,9.287394001418471,693.410347097821,3.0,1915,95,416
7,2103.985641817639,7.648739788956242,6.985641817639208,9.32625499657254,1087.6487397889562,3.0,1993,15,678
8,1580.3938782901078,7.3938782901077555,7.3938782901077555,8.46611040118692,1580.3938782901078,3.5,2006,1,538
7,2294.173958319757,7.735433352499688,7.173958319756794,9.654641503869543,1311.7354333524995,2.0,1953,53,667
9,2829.458762692381,7.945555428253489,7.45876269238096,9.539068413863964,1741.9455554282536,3.5,2008,1,1020
6,2030.930494765952,7.628031126930335,6.930494765951626,9.411238314343072,999.6280311269304,3.5,2000,9,390
5,1172.198183577102,7.198183577101943,7.198183577101943,9.664659134301736,1172.198183577102,2.0,1953,53,375
4,900.7968237182748,6.796823718274855,6.796823718274855,9.153875834995056,900.7968237182748,1.0,1954,53,400
8,1726.4500795698077,7.450079569807499,7.450079569807499,9.291643823040218,1726.4500795698077,3.5,1993,15,473
7,2134.1098794630725,7.662937850461535,7.109879463072272,9.300638009956964,1230.6629378504615,3.5,1994,14,525
6,1258.13249755166,7.132497551660044,7.132497551660044,9.082620630373812,1258.13249755166,2.0,1964,42,461
5,918.8167358805948,6.816735880594968,6.816735880594968,8.927446816256198,918.8167358805948,1.5,1958,49,297
3,974.3985949345353,6.876264611890766,6.398594934535208,8.68710472813351,606.8762646118907,1.0,1910,99,0
7,1835.8480052745765,7.512071245835466,6.848005274576363,9.164191715950205,948.5120712458356,3.5,2003,7,613
6,1586.6732979677677,7.362010551259734,6.673297967767654,9.841665338892785,803.3620105512597,3.5,1976,30,566
4,726.580639137285,6.580639137284949,6.580639137284949,8.972083182851925,726.580639137285,1.0,1920,89,0
9,1987.5913570466985,7.591357046698551,7.591357046698551,9.72543686259282,1987.5913570466985,3.0,2004,2,770
7,1215.3914152346754,7.3914152346753585,7.3914152346753585,9.557187177595935,1215.3914152346754,3.0,1984,22,440
6,1609.3796321526097,7.379632152609552,7.379632152609552,9.719324300862802,1609.3796321526097,2.5,1977,32,529
6,1623.047517221357,7.388327859577107,7.047517221357296,8.594339400592892,1156.3883278595772,2.0,1926,81,216
5,1491.3783837129968,7.378383712996714,7.378383712996714,9.700269170029188,1491.3783837129968,2.0,1957,49,319
6,1437.2291138777932,7.659171367666058,7.229113877793302,9.254261559034113,696.6591713676661,2.5,1972,37,583
7,1715.878326468291,7.444248649496705,6.878326468291325,7.833203948641057,977.4442486494968,2.0,2004,2,380
7,2117.6549170478484,7.65491704784832,7.65491704784832,9.320180837655714,2117.6549170478484,3.5,1968,42,522
3,550.6528630293534,6.652863029353347,6.652863029353347,8.359603270841466,550.6528630293534,1.0,1931,76,0
4,802.6808546787902,6.680854678790215,6.680854678790215,8.19891444498699,802.6808546787902,1.0,1922,86,0
8,1693.4430783743485,7.443078374348516,7.443078374348516,9.72136597574484,1693.4430783743485,2.5,1981,25,511
8,2140.384610383177,7.6787889981991535,7.384610383176974,9.265112607823164,1589.6787889981993,2.5,2007,0,789
7,1693.813444599511,7.448333860897476,6.813444599510896,9.076923258535832,887.4483338608975,2.5,1996,13,512
6,1369.2174434316964,7.217443431696533,7.217443431696533,9.2299469016151,1369.2174434316964,2.5,1961,47,504
6,1714.783325200604,7.493873886783559,6.78332520060396,9.162409838218633,801.4938738867836,3.5,1998,9,546
8,1607.410347097821,7.410347097821024,7.410347097821024,8.628376720376853,1607.410347097821,3.5,2008,0,482
7,1306.7250336421669,7.301822342137932,6.725033642166843,9.105090961257083,657.3018223421379,1.5,1920,89,324
5,774.9236286281384,6.923628628138427,6.923628628138427,8.71948076085107,774.9236286281384,1.0,1925,81,450
6,1432.8658910748834,7.364547014255642,6.865891074883439,9.158099260130491,813.3645470142557,2.0,1941,65,240
5,1092.9911768871211,6.99117688712121,6.99117688712121,9.23024103368252,1092.9911768871211,2.0,1954,56,490
6,1224.5117453296448,7.105786129481271,6.511745329644728,7.427144133408616,679.1057861294813,1.5,1971,35,0
5,846.7580945044277,6.7580945044277305,6.7580945044277305,9.075779878580487,846.7580945044277,2.0,1982,27,528
4,930.6758232216348,7.039660349862076,6.675823221634848,9.082620630373812,583.0396603498621,1.0,1910,100,0
7,1433.7475865268293,7.315218389752975,6.747586526829315,8.881975184248867,783.315218389753,1.5,1931,77,270
6,1134.0613343669104,7.061334366910438,7.061334366910438,9.10731047165664,1134.0613343669104,2.5,1966,42,490
6,1966.758094504428,7.581209826196346,6.7580945044277305,8.968523555396352,867.5812098261963,3.5,2002,8,440
7,2038.050989447068,7.616775808698373,7.050989447068045,9.341807134718488,1160.6167758086983,2.5,1998,10,541
6,1398.5366915975917,7.239214973779806,6.536691597591305,9.29660980712836,696.2392149737798,1.5,1977,33,299
7,1548.3408355541233,7.340835554123275,7.340835554123275,9.407796816354407,1548.3408355541233,2.0,2005,5,532
5,1070.1914293300365,7.191429330036379,7.191429330036379,8.907747686788648,1070.1914293300365,2.0,1959,48,624
4,1245.6306833856424,7.1891677384203225,6.630683385642372,8.699681400989514,679.1891677384203,1.0,1936,73,240
6,1460.6995003401616,7.347943823148687,6.699500340161678,9.348013177101256,720.3479438231487,3.5,1975,31,434
8,2817.2820736580934,7.941295570906532,7.282073658093465,9.166701914946351,1460.9412955709065,2.5,1990,17,750
10,2632.325807502596,8.19118600464279,7.325807502595773,10.041116787524166,1115.1911860046428,2.5,1892,114,840
5,1357.1921820587131,7.192182058713246,7.192182058713246,9.735423867488873,1357.1921820587131,2.0,1959,48,308
7,2498.122059881629,7.832014180505469,7.122059881629142,10.172712841637342,1217.8320141805054,3.5,1989,17,628
5,1319.905753276311,7.325148957955575,6.905753276311464,9.04793908261736,800.3251489579555,2.0,1919,88,0
5,1063.9641356124182,6.964135612418245,6.964135612418245,8.977525200965243,1063.9641356124182,2.0,1953,57,246
8,2139.31121838442,7.665284718471351,7.311218384419629,9.419628376999952,1503.6652847184714,2.5,1983,26,612
8,1623.3963352938008,7.396335293800808,7.396335293800808,9.584452402426324,1623.3963352938008,3.0,2002,5,808
5,1195.0808678966907,7.080867896690782,7.080867896690782,9.405989388981,1195.0808678966907,2.0,1959,51,531
8,1492.289610521451,7.289610521451167,7.289610521451167,9.632793693113202,1492.289610521451,3.0,2007,0,754
6,1223.1041440929876,7.104144092987527,7.104144092987527,8.412054873292933,1223.1041440929876,3.0,1998,8,402
8,1633.399398083331,7.399398083331354,7.399398083331354,9.343909263897595,1633.399398083331,2.0,2006,1,866
5,930.5117453296448,6.829793737512425,6.511745329644728,8.99528899055931,678.8297937375124,1.0,1949,58,576
5,1066.966967138614,6.966967138613983,6.966967138613983,9.017604776833355,1066.966967138614,2.0,1968,42,270
6,1554.6908422774186,7.345364840416867,6.690842277418564,7.744569809354496,811.3453648404169,3.5,1976,31,440
2,296.08449941307515,6.084499413075172,6.084499413075172,9.036106025364846,296.08449941307515,1.0,1920,89,246
4,753.6174029779745,6.617402977974478,6.617402977974478,8.435766192720509,753.6174029779745,1.0,1945,65,220
5,898.7945865808765,6.794586580876499,6.794586580876499,8.875007486048396,898.7945865808765,1.0,1967,42,288
5,1113.0825485693554,7.0825485693553,7.0825485693553,8.952734767106872,1113.0825485693554,2.0,1962,44,540
6,1401.2406496942554,7.240649694255466,7.240649694255466,9.15915233520675,1401.2406496942554,2.5,1963,46,514
5,1966.8679744089704,7.581209826196346,6.8679744089702925,8.935508711503221,967.5812098261964,2.0,1952,57,400
6,854.7440591863113,6.744059186311348,6.744059186311348,8.397508348470257,854.7440591863113,2.0,2003,4,420
7,1316.200424892945,7.200424892944957,7.200424892944957,8.99342737041261,1316.200424892945,3.0,1990,16,484
6,790.6656837177824,6.665683717782408,6.665683717782408,9.105090961257083,790.6656837177824,1.0,1928,81,360
